filename,width,height,class,xmin,ymin,xmax,ymax
15749.jpg,600,450,rice,46,70,142,264
15766.jpg,600,450,rice,325,265,521,412
15771.jpg,600,450,rice,316,110,579,349
15789.jpg,600,450,rice,56,221,199,382
15792.jpg,600,360,rice,36,81,183,256
15797.jpg,600,450,rice,15,157,215,300
15803.jpg,600,450,rice,13,222,186,400
15806.jpg,600,450,rice,351,32,531,180
15812.jpg,600,450,rice,40,241,226,408
15821.jpg,600,450,rice,331,187,541,398
15832.jpg,600,450,rice,95,294,215,429
15842.jpg,600,450,rice,262,117,565,370
15849.jpg,640,360,rice,114,185,243,306
15850.jpg,600,450,rice,391,247,524,399
15875.jpg,600,360,rice,306,30,398,128
15885.jpg,600,360,rice,428,160,578,289
15892.jpg,600,360,rice,437,146,567,263
15894.jpg,600,450,rice,23,196,176,366
15895.jpg,600,450,rice,313,16,497,171
15921.jpg,600,450,rice,445,34,552,110
15924.jpg,600,360,rice,21,197,192,308
15930.jpg,600,450,rice,50,165,243,380
15942.jpg,600,450,rice,354,199,541,384
15946.jpg,600,360,rice,127,226,299,359
15969.jpg,640,384,rice,433,207,588,341
15973.jpg,600,360,rice,51,210,180,344
16. a544eb63-7dc5-4c75-a55d-bde51ab62f2a-1020x765.jpeg,300,225,rice,27,37,123,219
160. 2123874175_ef9d91a5fd_z.jpg,500,399,rice,159,151,311,226
16000.jpg,600,450,rice,329,192,523,389
16012.jpg,600,450,rice,81,80,236,196
16033.jpg,600,450,rice,274,201,481,423
16034.jpg,600,450,rice,37,163,253,287
16036.jpg,600,450,rice,43,199,208,340
16050.jpg,600,450,rice,43,201,255,430
16060.jpg,480,640,rice,45,393,224,568
16061.jpg,600,450,rice,401,180,574,300
16069.jpg,600,449,rice,59,137,236,290
16093.jpg,600,450,rice,258,33,396,188
16124.jpg,600,450,rice,80,231,230,311
16164.jpg,640,478,rice,378,240,541,390
16191.jpg,640,480,rice,54,249,241,409
162. svadishta-tiffin-services-shendra-midc-aurangabad-maharashtra-tiffin-services-mktijeeamc.jpg,1624,1802,rice,708,795,1020,1208
16237.jpg,640,480,rice,142,259,479,428
16260.jpg,600,448,rice,201,242,495,369
16263.jpg,600,450,rice,392,207,537,339
16279.jpg,600,450,rice,226,56,537,195
16285.jpg,600,450,rice,423,189,581,328
16287.jpg,600,450,rice,96,65,288,434
16290.jpg,600,450,rice,69,186,326,448
16556.jpg,600,450,rice,50,269,241,415
003.jpg,1600,1067,salmon,711,274,1548,1017
082fc979ef744beaa0a59d37b92d86f2_th.jpg,600,400,salmon,70,184,338,339
0edc994ad04d468df1d0db0a9533c744_sz_874915.JPG_1l_640w.jpg,640,427,salmon,126,21,473,273
0edc994ad04d468df1d0db0a9533c744_sz_874915.JPG_1l_640w.jpg,640,427,rice,339,186,597,353
1. fast-pan-fried-salmon-1709p84.jpg,1200,900,salmon,493,193,938,498
1. hospital-food_rachel-belle_620-620x370.jpg,620,370,salmon,108,140,441,240
1. salmon-with-lemon-dill-butter.jpg,665,989,salmon,242,344,617,612
1. salmon-with-lemon-dill-butter.jpg,665,989,salmon,170,541,566,742
1. salmon-with-lemon-dill-butter.jpg,665,989,salmon,26,660,451,929
1. seared-salmon-with-vegetables.jpg,1000,667,salmon,263,68,586,280
10. 20-minute-honey-glazed-garlic-salmon.jpg,665,863,salmon,106,242,356,404
10. 20-minute-honey-glazed-garlic-salmon.jpg,665,863,salmon,154,408,529,556
10. 20-minute-honey-glazed-garlic-salmon.jpg,665,863,salmon,219,577,595,781
10. pan-seared-salmon-with-lemon-and-capers-boulderlocavore.com-2867.jpg,600,899,salmon,243,296,597,668
10. salmon-hotplate.jpg,550,413,salmon,169,239,444,293
10. seared_salmon_with_lentil_salad_low_res_800_1068_85_s_c1.jpg,800,1068,salmon,138,432,462,663
11. 1371615697508.jpeg,616,462,salmon,65,142,174,277
11. 1371615697508.jpeg,616,462,salmon,217,110,426,219
11. 1371615697508.jpeg,616,462,salmon,200,238,349,315
11. 1371615697508.jpeg,616,462,salmon,455,208,558,320
11. hospital-food-8.jpg,750,563,salmon,309,284,497,362
11. perfect-pan-fried-salmon6.jpg,740,1078,salmon,1,410,653,844
11. salmon-b0f3334c8f517819.jpg,1024,666,salmon,248,157,840,557
12. looking-down-on-a-plate-of-pan-fried-salmon-fillet-served-on-a-bed-bh38jb.jpg,1300,1019,salmon,268,293,1117,562
13. 4473519.jpg,960,960,salmon,442,184,901,276
13. 4473519.jpg,960,960,salmon,544,333,960,477
13. 4473519.jpg,960,960,salmon,501,495,829,703
13. 4473519.jpg,960,960,salmon,495,763,940,920
13. 954923602_d35f811154_b.jpg,1024,683,salmon,396,311,656,503
13. 96555502-fried-salmon-on-white-plate-and-on-a-table.jpg,1300,936,salmon,237,429,781,716
1331774496168.jpg,543,415,salmon,10,36,342,250
14. image013%20salmon.jpg,644,625,salmon,149,101,555,457
14. pan-seared-salmon-with-creamy-smashed-potatoes.jpg,650,828,salmon,115,412,484,566
15. 20090608__20090609_a08_cd09hospitalfood.bp1_.jpg,600,400,salmon,157,130,375,326
15. 20090608__20090609_a08_cd09hospitalfood.bp1_.jpg,600,400,salmon,362,29,524,291
15. depositphotos_185411090-stock-photo-fried-salmon-plate-quinoa-table.jpg,1600,1146,salmon,249,392,871,748
15. panfriedsalmonwithbr_88290_16x9.jpg,832,468,salmon,269,76,522,273
16. 1.jpg,512,365,salmon,268,110,435,223
16. dd-357-2.jpg,1200,1800,salmon,162,1013,946,1486
17. dreamstime_xs_37246466.jpg,1300,867,salmon,124,92,1040,658
17. pljdegel.jpg,640,478,salmon,61,140,577,303
17333890_1850919815161946_3884350473834070016_n.jpg,1080,1080,salmon,164,123,490,380
18. hospital-food-henrys-custom1.jpg,970,693,salmon,315,71,648,525
18602b54406b38b2d1bb3728f8af8cddd405c2df.jpg,690,519,salmon,66,181,251,344
18602b54406b38b2d1bb3728f8af8cddd405c2df.jpg,690,519,salmon,443,206,670,300
19. 18155099265_28b9d08e6e_o.jpg,680,1024,salmon,193,423,618,824
19. 36759719-fried-salmon-on-plate-and-on-a-table.jpg,1300,1024,salmon,496,229,1065,673
19954865_127243474542928_7382990520592629760_n.jpg,1080,1080,salmon,611,108,935,346
1d63d8bf78a50096e45a34c9b2052931.jpg,550,240,salmon,71,18,157,121
1d63d8bf78a50096e45a34c9b2052931.jpg,550,240,salmon,20,85,127,185
1d63d8bf78a50096e45a34c9b2052931.jpg,550,240,salmon,211,73,279,162
1d63d8bf78a50096e45a34c9b2052931.jpg,550,240,salmon,294,60,338,126
1d63d8bf78a50096e45a34c9b2052931.jpg,550,240,salmon,372,41,540,97
1_1F52Q63R20_L.jpg,400,280,salmon,2,121,392,275
1_1F52Q64350V9.jpg,636,420,salmon,35,175,390,400
2. 5674b9bf-f377-9d48-495c-862a2f526176-6830.jpeg,1280,960,salmon,537,460,827,790
2. bfv17423_4_ways_to_cook_salmon_fb1080sq.jpg,1080,1080,salmon,431,346,765,795
2. perfect-pan-fried-salmon-5.jpg,600,400,salmon,150,184,451,271
20. c4779f7d720203f4c028cd72a9312032.jpg,1200,800,salmon,300,290,864,645
20. fc6pxnhqxswrtcnoyjhn.jpg,630,354,salmon,91,35,571,214
20. salmon-3-1200x480.jpg,1200,480,salmon,369,12,921,466
2014_11_28_200505.jpg,800,539,salmon,100,238,202,500
2014_11_28_200505.jpg,800,539,salmon,197,225,263,449
2014_11_28_200505.jpg,800,539,salmon,266,228,327,452
20160407100509572.jpg,478,159,salmon,269,19,437,145
20160407100544450.jpg,450,299,salmon,68,50,329,207
20160407100544450.jpg,450,299,salmon,129,81,385,225
20160407100545559.jpg,450,299,salmon,88,56,251,193
20160407100545559.jpg,450,299,salmon,123,74,276,215
20160414_194521.jpg,3264,2448,salmon,985,776,3015,2448
20987605_508865622801301_6397060234967252992_n.jpg,640,640,salmon,184,40,476,176
20987605_508865622801301_6397060234967252992_n.jpg,640,640,salmon,214,4,499,131
21. b0c6cc48-bc0c-4282-a154-d31a1212e3ec--hospital-collage.jpg,800,432,salmon,518,125,751,341
21. depositphotos_185411092-stock-photo-fried-salmon-plate-quinoa-table.jpg,1600,1166,salmon,374,492,1305,764
21909466_280193745829753_3268751600117612544_n.jpg,1080,1350,salmon,79,507,992,1337
21efc85168cdc932ec44087de7f6ac4596954612.jpg,450,550,salmon,88,146,450,307
21efc85168cdc932ec44087de7f6ac4596954612.jpg,450,550,salmon,14,265,432,513
22. 1408740191936.jpeg,616,462,salmon,227,168,565,348
22. 348s.jpg,348,348,salmon,85,190,164,306
22. fried-salmon-fillet-salad-fried-salmon-fillet-salad-plate-113937637.jpg,1300,941,salmon,537,144,1158,600
23. pan_seared_salmon_with_corn_salsa_plated.jpg,2144,1424,salmon,145,434,1532,899
24. 7+flakey+moist.jpg,4096,3072,salmon,456,536,3064,2686
24. salmon-567f6e625f9b586a9ec6ef5c.jpg,450,390,salmon,47,89,438,278
24. shiojake-iiii.jpg,600,400,salmon,118,131,408,332
24253719_221762781697899_4965797701091328000_n.jpg,640,640,salmon,63,28,502,341
25. 104280769-spaghetti-with-fried-salmon-on-plate.jpg,1300,867,salmon,560,261,1040,717
25. 9e5defb6609d4b22a72ccee0b4b3dead6a858902.jpg,1024,1536,salmon,588,779,861,1272
26. 26pan-fried-salmon-1_c1.jpg,646,442,salmon,282,98,438,317
26. spaghetti-fried-salmon-on-plate-450w-1175677984.jpg,450,320,salmon,89,74,274,173
27. default_65f5fa0e15fbcbccc819cc56a09bf968_dreamstime_s_72156745.jpg,400,400,salmon,147,67,281,228
27. fried-salmon-fillet-plate-lemon-isolated-white-background-56469203.jpg,1300,919,salmon,319,115,958,618
28. 5+fry+skin+side.jpg,3985,2987,salmon,1183,235,3325,1160
28. 5+fry+skin+side.jpg,3985,2987,salmon,708,1243,3358,2493
28. depositphotos_147620387-stock-photo-fried-salmon-on-a-plate.jpg,1600,1168,salmon,343,431,1143,934
28. pan-fried-salmonwith-tomato_1.jpg,704,396,salmon,266,125,536,269
28432832_156566041716324_2424277844797423616_n.jpg,640,640,salmon,89,218,512,375
28432832_156566041716324_2424277844797423616_n.jpg,640,640,salmon,81,294,523,410
28432832_156566041716324_2424277844797423616_n.jpg,640,640,salmon,26,382,603,520
29. pan-seared-salmon-topped-with-a-dill-garlic-compound-butter.-15-minute-recipe-1.jpg,750,1125,salmon,15,418,653,847
29013b5ce1ed286ba46626696b67aaf986006576.jpg,425,640,salmon,1,322,422,554
3. mg_58712.jpg,720,960,salmon,45,530,713,724
30. 8609016360_545edfc741_c.jpg,800,535,salmon,43,164,487,326
30. salmon-tofu-spinach-salad-natto-miso-soup-rice-milk.jpg,726,515,salmon,308,234,464,338
30. salmon-with-lemon-risotto2.jpg,650,702,salmon,222,353,536,487
30218550_delicious_fettuccini_with_fried_salmon.jpg,727,1024,salmon,16,407,724,958
31. 101976129-spaghetti-with-fried-salmon-on-plate.jpg,1300,867,salmon,424,238,776,694
31. pan-roasted-salmon-8_new.jpg,600,899,salmon,267,273,580,471
32. pan-seared-salmon-fillet-with-brussels-sprouts-pomegrante-and-mix-salad-leaves-drizzled-with-a-nice-balsamic-vinegar-dressing-.jpg,800,1200,salmon,452,391,770,1055
33. perfect-pan-fried-salmon3.jpg,740,1109,salmon,8,294,686,851
34. skillet-seared-salmon-lemon-butter-sauce-6.jpg,600,900,salmon,75,109,547,236
34. skillet-seared-salmon-lemon-butter-sauce-6.jpg,600,900,salmon,63,373,503,722
34. skillet-seared-salmon-lemon-butter-sauce-6.jpg,600,900,salmon,341,292,600,526
34. skillet-seared-salmon-lemon-butter-sauce-6.jpg,600,900,salmon,516,214,584,319
35. canada-hospital-foods-01.jpg,900,602,salmon,329,211,431,371
35. pan-seared-salmon-fifteen-spatulas-7-640x427.jpg,640,427,salmon,141,211,422,322
35. pan-seared-salmon-fifteen-spatulas-7-640x427.jpg,640,427,salmon,152,87,437,182
35. pan-seared-salmon-with-spinach-and-beans-1-edit.jpg,960,1079,salmon,65,384,878,647
35256096_810816565785322_5330532551570227200_n.jpg,1080,1349,salmon,1,614,754,949
35256096_810816565785322_5330532551570227200_n.jpg,1080,1349,salmon,20,908,903,1314
35261758_973068602854945_6327389268356366336_n.jpg,480,480,salmon,36,258,434,367
36. 96682274-spaghetti-with-fried-salmon-on-plate.jpg,1300,867,salmon,260,227,786,484
36. cae6d194b53d16b6548c557f60de1c1515cbbd8f.jpg,600,750,salmon,17,139,463,678
36. dd-518-ketosalmonasparagus2.jpg,1200,1800,salmon,446,932,916,1499
37. 3383219.jpg,560,315,salmon,28,85,474,285
37. d1062_90_346_1200.jpg,798,1200,salmon,135,359,415,945
37. d1062_90_346_1200.jpg,798,1200,salmon,351,245,663,918
37p60000327467nrr5p2.jpg,640,853,salmon,101,216,551,642
38. depositphotos_147620385-stock-photo-fried-salmon-on-a-plate.jpg,1600,1168,salmon,405,236,1206,487
39. garlic-herb-roasted-salmon1.jpg,600,900,salmon,21,188,578,695
39. garlic-honey-sockeye-salmon-top.jpg,800,616,salmon,237,246,559,508
39910200_317290839081775_314617929862813715_n.jpg,750,750,salmon,87,558,458,750
3b51fd5ae44462492e1e60a03c69ed5d.jpg,328,440,salmon,1,87,327,372
3cc76112530e4b24e6ecdac29ab9220d_150x150.jpg,232,232,salmon,47,90,152,166
4. fast-pan-fried-salmon-1709p84.jpg,1200,900,salmon,476,179,926,483
4. salmon_20fennel_20heirloom_20potato-7770_hi_res.jpg,1242,1242,salmon,445,562,955,952
40. 3rd-10-minute-pan-seared-salmon-with-avocado-gremolata.jpg,1400,2100,salmon,84,859,443,1300
40. d9d868356230ae8ed3f6b2f6f310d214.jpg,360,360,salmon,20,82,341,247
40. zucchinisalmon5-1.jpg,660,948,salmon,118,247,660,753
41. perfect-pan-fried-salmon-5.jpg,600,400,salmon,149,182,463,259
41. presentation_c1fde194-d746-4917-b2df-6153a24c5d8f.jpg,600,600,salmon,243,240,485,480
42. depositphotos_201172702-stock-photo-spaghetti-fried-salmon-plate.jpg,1600,1167,salmon,262,105,993,480
42. pan-fried-salmon-square.jpg,599,601,salmon,52,159,566,473
42413509_382177995654113_3939072394514507554_n.jpg,320,320,salmon,54,6,255,320
43. rare-fried-salmon-steaks-plate-28609114.jpg,1300,952,salmon,437,170,960,476
43. rare-fried-salmon-steaks-plate-28609114.jpg,1300,952,salmon,399,278,612,473
44513999.jpg,500,667,salmon,76,151,472,521
44691803_586000075164768_4963070736276758115_n.jpg,320,320,salmon,53,133,196,269
45. salmon_burre_blanc_pic3-copy-2-e1545936409769.jpg,628,353,salmon,165,40,497,226
46. napa%20valley%20glazed%20salmon%20from%20providence%20healthy%20living%20blog.jpg,700,525,salmon,148,231,659,406
46. recipe333.jpg,1024,682,salmon,442,109,858,431
46. recipe333.jpg,1024,682,salmon,210,367,768,673
46. spaghetti-fried-salmon-on-plate-450w-1105485413.jpg,450,320,salmon,39,69,252,244
46068658_208965936671389_2736788866384580333_n.jpg,1080,1349,salmon,349,868,637,1282
46068658_208965936671389_2736788866384580333_n.jpg,1080,1349,salmon,20,961,328,1268
47. stock-photo-fried-salmon-with-spinach-puree-and-lemon-on-white-plate-1033436380.jpg,300,470,salmon,82,141,235,326
48. 4b36116ea8599f82a60e9fe9206a848d91a7dd71.jpg,512,750,salmon,156,405,452,555
48. 4b36116ea8599f82a60e9fe9206a848d91a7dd71.jpg,512,750,salmon,421,278,512,398
48. 5ab3e49add165.image.jpg,1200,681,salmon,469,80,1057,681
48. perfect-salmon-1.jpg,1200,683,salmon,100,155,888,531
49. 035rtitle.jpg,640,960,salmon,163,216,591,593
49. dsc_0081copy.jpg,640,488,salmon,227,147,531,275
49. dsc_0081copy.jpg,640,488,salmon,129,193,414,333
49376197_2195479803999104_1463897706499919469_n.jpg,640,640,salmon,34,226,576,498
5. 1+pan+fried+salmon.jpg,4096,3072,salmon,1223,1028,3206,2186
5. 100118708-spaghetti-with-fried-salmon-on-plate.jpg,1300,867,salmon,106,148,835,550
5. chef-4-600x514.jpg,600,514,salmon,213,169,462,432
50. 500_f_220353618_j8nuhnpuefoet0eimektqbi3cszelbhu.jpg,500,334,salmon,40,116,335,202
50. 500_f_220353618_j8nuhnpuefoet0eimektqbi3cszelbhu.jpg,500,334,salmon,16,62,257,109
50. a9a94a3376ea1894383096f32818d079195cc027.jpg,501,750,salmon,101,393,358,581
50. dd-537-ketosalmonbroccolilemonmayo.jpg,5000,3335,salmon,2410,1537,4200,2607
51. fish-cooking.jpg,968,681,salmon,152,251,657,421
51. fish-cooking.jpg,968,681,salmon,622,453,922,532
51. fish-cooking.jpg,968,681,salmon,842,232,954,427
51. fish-cooking.jpg,968,681,salmon,376,72,818,227
51. pan-seared-salmon--760x626.jpg,760,626,salmon,218,127,727,487
51. pan-seared-salmon--760x626.jpg,760,626,salmon,1,78,468,465
51. pan-seared-salmon--760x626.jpg,760,626,salmon,1,96,220,261
51. pan-seared-salmon-with-potato-cucumber-salad-102344763.jpg,960,1200,salmon,167,506,538,751
51. pan-seared-salmon-with-potato-cucumber-salad-102344763.jpg,960,1200,salmon,523,123,753,430
52. focused_216962342-stock-photo-composition-fried-salmon-rice-ball.jpg,650,650,salmon,237,280,477,432
53. 36759623-fried-salmon-on-plate-and-on-a-table.jpg,1300,949,salmon,217,322,776,766
54. 2+salmon+flesh+side.jpg,346,215,salmon,60,12,316,158
54. fried-salmon-fillets-on-plate-closeup-picture-id152830766.jpg,768,1024,salmon,114,563,666,798
54. fried-salmon-fillets-on-plate-closeup-picture-id152830766.jpg,768,1024,salmon,1,457,590,595
54. fried-salmon-fillets-on-plate-closeup-picture-id152830766.jpg,768,1024,salmon,17,289,460,480
54. salmon1.jpg,325,210,salmon,11,17,207,171
54. salmon2.jpg,2848,4272,salmon,183,715,2130,2349
55. 1382541357316.jpeg,616,462,salmon,174,133,561,375
55. fi-v-pan-fried-salmon-with-avocado-jalapeno-salsa.jpg,730,1095,salmon,174,535,553,855
56. fried-salmon-asparagus-tomatoes-lemon-yellow-lime-white-plate-79665857.jpg,1300,1006,salmon,470,208,760,736
57. a-piece-of-fried-salmon-asparagus-corn-porridge-on-a-white-plate-ek360m.jpg,1300,956,salmon,365,362,842,644
57. mch_nutrition-1.jpg,1200,650,salmon,586,154,819,475
57. mch_nutrition-1.jpg,1200,650,salmon,695,275,917,582
57. salmon-wide.jpg,1080,607,salmon,206,203,948,441
58. 4+dry+and+season.jpg,3889,2917,salmon,2105,196,3305,1311
58. 4+dry+and+season.jpg,3889,2917,salmon,1267,742,2559,1873
58. 4+dry+and+season.jpg,3889,2917,salmon,329,1296,1998,2688
58. chef-sheilla-recipes-main-dishes-pan-fried-salmon-with-creamy-garlic-sauce-image-1.jpg,1040,700,salmon,297,97,546,276
58. chef-sheilla-recipes-main-dishes-pan-fried-salmon-with-creamy-garlic-sauce-image-1.jpg,1040,700,salmon,579,93,805,323
58. chef-sheilla-recipes-main-dishes-pan-fried-salmon-with-creamy-garlic-sauce-image-1.jpg,1040,700,salmon,415,386,807,603
58. chef-sheilla-recipes-main-dishes-pan-fried-salmon-with-creamy-garlic-sauce-image-1.jpg,1040,700,salmon,168,246,407,480
58. salmon-with-avocado1.jpg,804,1187,salmon,229,439,730,752
59. lemon-dill-pan-fried-salmon-process-shots.jpg,750,943,salmon,26,36,137,278
59. lemon-dill-pan-fried-salmon-process-shots.jpg,750,943,salmon,101,37,225,277
59. lemon-dill-pan-fried-salmon-process-shots.jpg,750,943,salmon,216,45,301,246
59. lemon-dill-pan-fried-salmon-process-shots.jpg,750,943,salmon,51,251,285,336
59. lemon-dill-pan-fried-salmon-process-shots.jpg,750,943,salmon,412,89,497,274
59. lemon-dill-pan-fried-salmon-process-shots.jpg,750,943,salmon,510,61,719,145
59. lemon-dill-pan-fried-salmon-process-shots.jpg,750,943,salmon,506,162,693,231
59. lemon-dill-pan-fried-salmon-process-shots.jpg,750,943,salmon,444,239,707,333
59. lemon-dill-pan-fried-salmon-process-shots.jpg,750,943,salmon,143,514,335,786
59. lemon-dill-pan-fried-salmon-process-shots.jpg,750,943,salmon,354,621,476,798
59. lemon-dill-pan-fried-salmon-process-shots.jpg,750,943,salmon,512,605,693,745
59. lemon-dill-pan-fried-salmon-process-shots.jpg,750,943,salmon,319,771,507,842
59. plate-freshly-fried-salmon-fillet-450w-54819847.jpg,450,405,salmon,10,147,324,273
5c0353cf06fd401ecef51.jpg,490,367,salmon,92,75,397,268
5c0353cf45e47f9fe562b.jpg,490,367,salmon,134,20,432,120
5c0353cf45e47f9fe562b.jpg,490,367,salmon,207,85,489,254
6. 12590-maplesalmon01-01.jpg,770,400,salmon,306,75,660,245
6. 20-minute-pan-fried-salmon-and-spaghetti-with-lemon-cream-sauce-tall-fs-2.jpg,680,1020,salmon,233,198,407,347
6. 20-minute-pan-fried-salmon-and-spaghetti-with-lemon-cream-sauce-tall-fs-2.jpg,680,1020,salmon,478,255,679,419
6. 20-minute-pan-fried-salmon-and-spaghetti-with-lemon-cream-sauce-tall-fs-2.jpg,680,1020,salmon,286,562,655,745
6. 20-minute-pan-fried-salmon-and-spaghetti-with-lemon-cream-sauce-tall-fs-2.jpg,680,1020,salmon,21,439,195,613
6. grilled_salmon.jpg,3264,2448,salmon,1105,323,2325,1651
6. salmonbasilmayo_460x260.jpg,720,400,salmon,91,113,523,353
60. stock-photo-fried-salmon-with-spinach-puree-and-lemon-on-white-plate-1032950809.jpg,450,320,salmon,78,85,281,231
61. cajun%20salmon_web.jpg,300,200,salmon,33,42,156,132
61. pan-fried-salmon-fillet-with-crispy-chorizo.jpg,705,397,salmon,34,64,705,326
61. salmon-creamy-garlic-dijon-sauce-1.jpg,1200,1800,salmon,75,415,1078,1448
62. dd-519-ketosalmongreenbeans2.jpg,2407,3610,salmon,442,1577,1864,2755
62. depositphotos_185411114-stock-photo-fried-salmon-plate-quinoa-table.jpg,1600,1168,salmon,209,500,1096,747
62. healthy-recipe-seared-salmon-with-field-greens-salad.jpg,482,321,salmon,259,107,381,222
63. fried-salmon-on-plate-picture-id639298592.jpg,682,1024,salmon,420,310,499,440
63. fried-salmon-on-plate-picture-id639298592.jpg,682,1024,salmon,287,426,393,524
63. fried-salmon-on-plate-picture-id639298592.jpg,682,1024,salmon,168,521,287,644
63. garlic-herb-roasted-salmon2.jpg,600,900,salmon,16,327,418,763
63. garlic-herb-roasted-salmon2.jpg,600,900,salmon,145,265,570,668
63. pan-fried-salmon-fillet.jpg,614,404,salmon,91,67,183,404
63. pan-fried-salmon-fillet.jpg,614,404,salmon,251,33,374,370
63. pan-fried-salmon-fillet.jpg,614,404,salmon,427,1,572,302
64. 500_f_221390008_aqwiqavmnorbuhummu7fxey71misupal.jpg,500,334,salmon,148,82,321,211
64. 500_f_221390008_aqwiqavmnorbuhummu7fxey71misupal.jpg,500,334,salmon,8,39,124,176
64. salmon_fish%2bfry.jpg,640,562,salmon,57,255,323,487
64. salmon_fish%2bfry.jpg,640,562,salmon,159,190,378,395
64. salmon_fish%2bfry.jpg,640,562,salmon,309,144,476,302
64. salmon_fish%2bfry.jpg,640,562,salmon,393,31,601,261
65. cooked-salmon-picture-id153403267__1524854088_69.242.223.111.jpg,400,602,salmon,17,369,327,548
65. cooked-salmon-picture-id153403267__1524854088_69.242.223.111.jpg,400,602,salmon,1,145,147,349
66. 2-batch-10-minute-pan-seared-salmon-with-avocado-gremolata-13.jpg,1400,2044,salmon,309,672,1080,1353
66. 2-batch-10-minute-pan-seared-salmon-with-avocado-gremolata-13.jpg,1400,2044,salmon,43,841,377,1191
